gridID,vegslope,watslope,shdislope,fracslope,contagslope,tmpslope,popslope,ntlslope,cluster
145,0.003718597,0.002,0.010403602,0.000536,-0.6555086,0.015647104,-42,85.006,2
146,0.004767951,-0.000833,-0.006913742,-0.000446,0.276054001,0.016236063,105.375,85.24333333,3
147,0.004767951,0,0.002322929,0,0.060889756,0.015761912,10,83.64,3
148,0.001873941,0.011666667,0.011636976,0.002145202,-1.500048318,0.015660538,0.769230769,72.99666667,2
149,0,0,-0.000865,-3.68E-05,0.124557375,0.015625048,-3.769230769,46.38357143,1
150,0,0.000556,0.001631573,-0.000354,0,0.01559737,-2.625,45.32222222,1
151,0,0,0,0,0.09758233,0.016111037,-3.75,64.91904762,3
152,-0.000724,0.009285714,0.022668732,0.00039,-1.361892731,0.016115075,3.684210526,71.11842105,2
153,-0.001772147,0.003846154,0.01062195,-0.000547,-0.364395793,0.016666862,51.37931034,60.57103448,2
154,0.003614462,0,0.01478873,-0.00037,-0.33544149,0.027522685,670.8571429,87.8376,1
155,0,0,-0.002148852,-0.000213,0.549262102,0.016710296,0.4,85.78470588,3
156,-0.000133,-0.000714,0.01559449,-0.000496,0,0.017166629,4.5,108.5465217,2
157,-0.000133,8.00E-04,0.012075179,-0.000873,0.636673012,0.016828263,13,119.2185714,3
158,0,0.002857143,0.012310203,-0.00029,-0.241224477,0.017063405,0,23.86086956,3
159,-0.000133,-0.0028,0.022356336,0.000125,-1.30101379,0.017448395,17,137.2883333,2
160,0,0,0.005895836,0.000285,-0.131150279,0.016756632,17.5,98.7372,2
161,-0.000133,-5.00E-04,0.025686438,-0.00022,-1.779917891,0.017651951,-2.692307692,141.679375,2
162,0,-0.0125,0.021392042,-0.000498,0.041991509,0.018253971,0,87.16666667,2
163,0,-0.002,0.003551019,0,-0.11448347,0.027222443,-210.8095238,106.4276377,2
164,0.006934321,0.001666667,-0.009965265,-0.00017,1.055333053,0.023689839,-49.33333333,80.62428571,3
165,-0.000445,0,7.00E-04,3.34E-05,-0.140764354,0.019159748,35.25,66.241,3
166,0,0,0.007957895,-1.57E-05,0,0.019326354,0,26.88,3
167,0,0,0.01703342,-0.001088548,-0.424395403,0.026726385,11.30769231,75.11157895,2
168,0.005940635,0,0.002086072,-0.00018,0.757291311,0.02142853,-17.375,61.9644,3
169,0.001624228,-0.000714,0.005324274,-0.000211,0.132368505,0.019543684,-7.333333333,-2.095,3
170,-0.000445,0,-0.00916784,0.000849,-0.316920063,0.020421468,137.6666667,7.307058824,1
171,0.004561934,0,-0.000533,-0.000408,0.30477034,0.02303923,152.5882353,8.49625,1
172,0.002613283,-0.000769,0.003840021,6.39E-05,0.087334119,0.022549051,39.5,86.862,3
173,0,0,-0.006216476,-1.98E-05,0.127022585,0.021895707,10.66666667,-9.417692308,1
174,0,0,-0.004068337,-2.11E-05,0.188652973,0.021791604,285.1111111,-18.26222222,1
175,0,0,-0.000894,-4.77E-05,-0.03217814,0.022486068,90.85714286,-7.9,1
176,0,0,0.004182977,-0.000418,0.193282939,0.022619083,40.1,-9.62,1
177,0,0,0.004343995,0.000274,-0.502294598,0.022062414,76,-4.695789474,1
178,0,0,0,2.17E-05,0,0.022265096,93.22222222,7.909574469,1
179,0.001164576,0,0.009653834,2.95E-05,-0.653525693,0.022916651,-2.857142857,63.445,2
180,0.002521675,0.000909,0.012212059,-0.000145,-0.35642883,0.022736241,0.222222222,37.00363636,3
181,0.001164576,0,0.020088816,-0.000162,-0.931245315,0.022916592,-18.70588235,29.58107143,2
182,0.006830349,0,-0.014767083,-0.000307,0.769381462,0.021428586,-30.25,-0.173333333,3
183,0,0,0.002281685,-3.96E-05,0.007553635,0.027334118,-1.571428571,54.58789474,3
184,0.009047503,0.000357,-0.002513496,-5.25E-05,0.020829455,0.021825392,-11.83333333,7.074,3
185,0.006845542,0,0,0,-0.010981903,0.017222198,6.8,96.2075,3
186,0.001833819,-0.004090909,0.004678002,-0.000728,0.437848041,0.023500059,-17,-15.20375,3
187,0.008628402,0,0.008671058,-0.000536,0.415096762,0.02142858,-2.071428571,50.3472,3
188,0.005485367,0,-0.005272597,0.000427,0,0.030446598,-114.8333333,21.93666667,3
189,0.004376381,0.002,0.021431603,-0.000232,-1.192239555,0.023214321,14.85714286,-20.54,3
190,0.002128708,0.002758621,0.002567305,1.35E-05,-0.434696686,0.021326831,5.05,79.165,3
191,0.009047503,-0.000345,0,0,0,0.020833347,-4.235294118,48.135,3
192,0.001187875,0,0.003681658,-0.000164,-0.046856063,0.029244043,-102.3157895,-14.47,3
193,0.004376381,0,0,-5.06E-05,0.163020782,0.023770085,0,2.727647059,3
194,0.005830034,0,-0.016900961,0.000105,0.128937583,0.020766621,105.1538462,-12.45181818,1
195,0.002200532,0,0.003033389,-0.000142,0.040843036,0.020604242,-2.272727273,103.881,3
196,0.001518509,0,0.01737174,1.39E-05,0.128669265,0.020833352,6.066666667,113.0659091,2
197,0.003076424,0,-0.003799417,0.000261,-0.096262446,0.020223927,2.625,102.6863636,3
198,0.003076424,0,0.008697596,-0.000525,0.300481225,0.020000074,0.75,114.544,3
199,0.001664783,-0.000345,0.008007992,0.000659,0.186850294,0.020432243,60.5,123.8233333,2
200,0.001518509,0,0.013583391,-0.000738,0.295308196,0.020833362,6.05,131.45,2
201,0,-0.002,0.016494912,-4.50E-05,-0.161019465,0.019821257,69.18181818,3.266118421,1
202,0.000866,-0.001071429,0.002874311,0.000107,-0.703057969,0.021666572,1,43.09733333,3
203,0,0,0.012966294,-0.000428,-0.478281181,0.020237923,19.75,39.98277778,3
204,0.001632223,-0.000909,0.004751393,-0.000365,0.316886243,0.021428513,-2.083333333,42.58,3
205,0.000262,0.001,-0.004716685,0.000169,-0.192398005,0.021317382,-1.7,43.91,3
206,0.008315074,0,0.001931353,-0.000429,-0.022560855,0.028872205,-3.647058824,-1.391544118,3
207,0.001632223,-0.001538462,0,-7.35E-05,0.358102833,0.021428521,33.21428571,48.86,3
208,0.001632223,0,-0.000293,-0.000185,-0.003395749,0.021428477,2.615384615,48.82695652,3
209,0.008802117,0,0.007586262,-2.85E-05,-0.075637669,0.020048601,4.125,13.44166667,3
210,0.00639523,0,-0.005120849,0,-0.116850314,0.028567592,-61.38461538,73.4625,3
211,0.001632223,0,-0.003696129,-6.97E-05,0.173243645,0.021428445,0,64.59444444,3
212,0.009991821,-0.000556,-0.001695134,-0.000234,0,0.027380894,-318.9130435,-70.73932035,3
213,0.006077953,0,-0.01558747,0.000415,-0.001157471,0.02812503,16.89473684,-17.78318182,3
214,0.009854236,0,0.000926,0,0.066960775,0.027854183,-1405.65,-12.206,3
215,0,-0.006153846,-0.005740847,0.000343,-0.271583208,0.023611228,164.25,-62.15428571,1
216,0.009351518,0,0.006961618,-0.000395,2.029816139,0.028030253,-6.5,26.64153846,3
217,0.005221164,0,0,0.000174,-0.01569141,0.016666728,0.578947368,45.76,3
218,0,-0.004545455,0.000206,0.00168615,-0.842345907,0.018809553,90.58333333,85.95857143,2
219,0.00875518,0,0,0,0,0.024111211,-16.83333333,-38.60818182,3
220,0.009991821,0,-0.000331,4.53E-05,0.093220622,0.024798692,1016.5,-34.42571429,1
221,0.0051849,0.000833,-0.000662,0,0.361761339,0.016666832,-4.388888889,53.75666667,3
222,0.004849624,0,0.007705984,-0.000574,-0.575473862,0.022499987,8.833333333,44.48692308,3
223,0.009485804,0.00069,-0.004718991,-0.000817,0.580676303,0.025333306,-20.15384615,-30.85304348,3
224,0.009269996,0,0,0.000103,0.130027571,0.025926009,704,-28.12263158,1
225,0.009351518,-0.00069,0.003011885,-0.000103,0.166962719,0.026607124,-15.09090909,-12.61586527,3
226,-0.000608,0,0.008377447,-0.000335,0.473044078,0.016666672,1,138.41,2
227,0,0,0.00822002,2.57E-05,-0.343133965,0.018137364,12.85,78.08833333,2
228,0,0,0.01291484,-0.000152,-0.636120796,0.022049985,-33.9,10.59652174,3
229,0.000207,0,0.003947392,-0.000268,1.3613377,0.016666412,-22.23076923,103.8755556,3
230,0,0.0025,0.004357543,0.000323,-0.670238215,0.018650822,28,86.82,2
231,0.005168232,0,-0.001422808,-0.000122,-0.244177565,0.019697169,1.772727273,117.6610526,3
232,0,0,0.006335513,-0.000366,0.312750946,0.018680029,-2.636363636,74.27473684,3
233,0,0.002105263,0.009249983,0.000228,-0.643961237,0.018499994,-1.6,85.482,2
234,0,0.000833,3.25E-05,-0.000186,0.611036525,0.018107876,15.63636364,85.32133333,3
235,0.006128937,0,0.000402,-0.000254,0.219472282,0.023412676,181.4,-23.90777778,1
236,0.003758192,0,-0.00064,-2.40E-05,0.052014904,0.028571396,11.33333333,98.45909091,3
237,0.000668,0,0.00245353,-0.00033,0.003104826,0.019840891,24.93333333,79.86,3
238,0,0.0064,0.007030321,0.000108,-0.049262048,0.018651094,61.8125,80.22423077,2
239,-0.002547294,0,0.007004257,-0.000535,0.514302858,0.02115367,2.5,119.561,2
240,0.001100553,0,0.011131925,-8.22E-05,0,0.019696874,6.444444444,43.04875,3
241,0.005673185,0,0.001278386,-9.00E-05,0.233781586,0.024045885,-5.2,-37.70384615,3
242,0.000425,0,0.00679637,-0.000303,-0.793677358,0.016666679,235.7142857,93.94238095,2
243,0.001100553,0,-0.001242978,-0.000116,0.255337046,0.019444602,337.1875,14.51,1
244,0.003755395,-0.001111111,-0.002679179,-0.000125,-0.151195139,0.021670866,68.75,-18.723,1
245,0.000671,-0.001111111,-0.006309602,-0.000271,0.31553336,0.016979146,95.75,81.64375,1
246,0.000674,0,0.003260715,-0.000543,0.834343789,0.016666696,-2.428571429,182.57,2
247,0.000674,0,0.001725175,-0.000348,0.893561933,0.016666807,-1.882352941,188.0796,2
248,0.000674,0,0.017089214,-0.000138,0.843252989,0.016666698,-1.833333333,198.1630769,2
249,0.00043,0.000588,-0.002709403,0.000187,0,0.019716373,169.3846154,-5.083809524,1
250,0.001100553,0,-0.009444537,2.62E-05,0.729198055,0.019444373,50,-1.568666667,1
251,0,0,-0.002025401,-0.000178,0.341074825,0.01791672,0.96,83.516,3
252,0,0,-0.020827096,-0.000252,0.855789068,0.020833332,-509.826087,-8.249,3
253,0.003755395,-0.001428571,-0.000407,7.93E-05,-0.119576935,0.021285783,12.41176471,-19.79583333,3
254,0.000671,-0.000909,-0.007562802,-0.000116,0.230938954,0.017129599,240.1666667,31.106875,1
255,0.000671,-0.001304348,-0.008002719,0,0.302274094,0.016916704,227.7142857,54.0825,1
256,0.000671,-0.002,-0.004699062,0.000464,-0.308086905,0.016666918,8.705882353,89.38962963,3
257,0.000674,-0.000714,-0.00392661,-4.75E-05,0.552636962,0.016666957,95,131.47,3
258,0.002504083,0,0.019611687,0.000113,-0.266075548,0.016666799,6.8,210.7518182,2
259,-0.001360685,0,0.003827477,-9.16E-05,-0.499717386,0.021111112,41.16666667,22.08142857,1
260,0,0,0.00912133,-0.000168,-0.079487076,0.018107894,221.5882353,114.483125,2
261,0,0.000909,0.006167408,0.00015,-0.621418315,0.019980449,526.2,-17.25291667,1
262,0.003755395,-0.012631579,0.004216925,1.12E-05,-0.607445608,0.020710485,-11.25925926,-19.26333333,3
263,0.002801284,0,0.017157178,-5.62E-05,-0.513834525,0.028285166,491.04,117.6817391,2
264,0.000526,0.00087,-0.003285005,-0.000341,0.265045214,0.017023811,19.96,27.334,1
265,0.000671,0,-0.013421075,0,0.116626928,0.017097756,196.3478261,6.452,1
266,0.002504083,0.000556,0.017111321,-9.22E-05,-0.329711167,0.016666587,8.230769231,201.6863636,2
267,0.007795274,0,0.010254872,-3.64E-06,-0.553575856,0.016666721,20.23529412,165.782381,2
268,0.000155,-0.00069,-0.005381409,-9.04E-06,0.397213432,0.019124886,1150.666667,-20.85434783,1
269,0.002452135,0,-0.000214,0.001655673,-1.14133,0.018968749,-115,7.804230769,2
270,0.003755395,-0.001428571,-0.010256517,0.000474,0.185602037,0.020238135,-19.33333333,-25.68333333,3
271,0.000526,0,-0.002827628,0.000214,-0.016513589,0.01700769,111.3571429,0.17,1
272,0.000671,0,-0.015443233,0,1.041276448,0.017192535,249.3333333,-2.268421053,1
273,0.000671,0,0,-0.000585,0.023958356,0.017129507,262.2,12.33551724,1
274,6.17E-05,0,0.005135813,-0.000743,-0.079113183,0.019216642,-21.41176471,-17.3255,1
275,0,0.000345,-0.005465528,0.000139,0.128624263,0.019310225,1214.833333,29.57333333,1
276,0.001390051,-0.002173913,0,-2.00E-04,-0.16021732,0.016666791,39.15789474,55.69333333,3
277,6.22E-05,-0.005714286,0.011012145,-8.63E-06,-0.434066933,0.018750062,88.33333333,-14.66,1
278,0,0,-0.002548595,0.000416,0,0.018701412,-27.81481481,118.6709091,2
279,0.003480324,-0.00875,-0.003411088,0.00027,0.508193821,0.020171765,0,30.7051282,3
280,0.003480324,-0.001818182,-0.004593121,-0.000117,1.036618229,0.019979144,-8.4,-51.2945,1
281,0.008865263,0,0.005429771,5.06E-05,-0.667103786,0.016666908,-7.25,139.65,3
282,0.006150824,-0.000345,0.023884319,-0.000162,-0.600016099,0.016666664,271.8125,145.7403571,2
283,0.001142379,-0.01125,-0.010030339,0.000149,0.149784018,0.017189348,513.2857143,31.65125,1
284,0.001142379,0,-0.018113652,0,0.498539388,0.017393861,627.875,20.235,1
285,0.003480324,-0.005,0.009212847,0.000179,-0.574013483,0.019547013,-10.33333333,-22.90470588,3
286,0.003859924,0,0.00153107,-0.000855,-0.217695499,0.019703208,202.0833333,-13.0155,1
287,0.001142379,-0.002962963,0.011877355,0.001292821,-0.784427279,0.017223515,65.16,30,2
288,0.004463277,0,-0.000847,-0.000433,-0.22151043,0.02278702,-20.0952381,92.41571429,3
289,6.22E-05,-0.00125,0.004677323,-0.000255,-0.125310659,0.018750122,42.25,16.73071429,1
290,0.000139,0.002,0.009937771,0.000149,-0.606931464,0.018611195,-1.466666667,88.23086957,2
291,0.003480324,-0.014285714,-0.004941626,-3.98E-05,0.016271181,0.019642847,0,-47.62858313,1
292,0.003480324,-0.012380952,0.001459644,2.89E-05,-0.275747689,0.019410715,96,-21.31,1
